TheSunX,TheSunY,TheSunZ,MercuryX,MercuryY,MercuryZ,VenusX,VenusY,VenusZ,EarthX,EarthY,EarthZ,MarsX,MarsY,MarsZ,JupiterX,JupiterY,JupiterZ,SaturnX,SaturnY,SaturnZ,UranusX,UranusY,UranusZ,NeptuneX,NeptuneY,NeptuneZ,PlutoX,PlutoY,PlutoZ,
5.53993e+08,1.81219e+08,-2.39504e+07,1.48141e+10,-6.61524e+10,-6.74026e+09,-8.10816e+10,6.93932e+10,5.64141e+09,4.73032e+10,1.4039e+11,-5.31744e+07,-2.35738e+11,7.71784e+10,7.37456e+09,-7.63156e+11,2.66352e+11,1.59489e+10,-5.74574e+11,-1.38077e+12,4.68766e+10,2.82917e+12,9.66203e+11,-3.30815e+10,4.17792e+12,-1.62403e+12,-6.2848e+10,1.26464e+12,-4.7692e+12,1.44681e+11,
5.54e+08,1.81262e+08,-2.39506e+07,1.49506e+10,-6.61077e+10,-6.74913e+09,-8.1163e+10,6.92959e+10,5.64477e+09,4.71996e+10,1.40423e+11,-5.31789e+07,-2.35762e+11,7.71029e+10,7.37356e+09,-7.63172e+11,2.6631e+11,1.59494e+10,-5.74544e+11,-1.38078e+12,4.68756e+10,2.82916e+12,9.66225e+11,-3.30813e+10,4.17792e+12,-1.62401e+12,-6.28485e+10,1.26466e+12,-4.7692e+12,1.44675e+11,
5.54007e+08,1.81304e+08,-2.39509e+07,1.5087e+10,-6.60625e+10,-6.75796e+09,-8.12443e+10,6.91986e+10,5.64813e+09,4.7096e+10,1.40456e+11,-5.31833e+07,-2.35785e+11,7.70274e+10,7.37256e+09,-7.63188e+11,2.66267e+11,1.595e+10,-5.74514e+11,-1.3808e+12,4.68746e+10,2.82915e+12,9.66247e+11,-3.30811e+10,4.17793e+12,-1.62399e+12,-6.28491e+10,1.26468e+12,-4.7692e+12,1.4467e+11,
5.54014e+08,1.81347e+08,-2.39511e+07,1.52234e+10,-6.6017e+10,-6.76675e+09,-8.13255e+10,6.91011e+10,5.65148e+09,4.69923e+10,1.40489e+11,-5.31878e+07,-2.35809e+11,7.69519e+10,7.37155e+09,-7.63204e+11,2.66225e+11,1.59505e+10,-5.74483e+11,-1.38081e+12,4.68737e+10,2.82915e+12,9.66269e+11,-3.3081e+10,4.17794e+12,-1.62397e+12,-6.28496e+10,1.2647e+12,-4.7692e+12,1.44664e+11,
5.54021e+08,1.81389e+08,-2.39513e+07,1.53596e+10,-6.59712e+10,-6.77551e+09,-8.14066e+10,6.90036e+10,5.65482e+09,4.68887e+10,1.40522e+11,-5.31922e+07,-2.35832e+11,7.68763e+10,7.37055e+09,-7.6322e+11,2.66183e+11,1.5951e+10,-5.74453e+11,-1.38082e+12,4.68727e+10,2.82914e+12,9.66291e+11,-3.30808e+10,4.17794e+12,-1.62395e+12,-6.28501e+10,1.26471e+12,-4.7692e+12,1.44658e+11,
5.54028e+08,1.81431e+08,-2.39515e+07,1.54958e+10,-6.5925e+10,-6.78423e+09,-8.14876e+10,6.89059e+10,5.65816e+09,4.6785e+10,1.40555e+11,-5.31966e+07,-2.35856e+11,7.68008e+10,7.36954e+09,-7.63236e+11,2.66141e+11,1.59516e+10,-5.74423e+11,-1.38084e+12,4.68717e+10,2.82913e+12,9.66313e+11,-3.30806e+10,4.17795e+12,-1.62394e+12,-6.28507e+10,1.26473e+12,-4.7692e+12,1.44653e+11,
5.54036e+08,1.81474e+08,-2.39517e+07,1.56319e+10,-6.58784e+10,-6.79291e+09,-8.15685e+10,6.88082e+10,5.66148e+09,4.66812e+10,1.40588e+11,-5.3201e+07,-2.35879e+11,7.67253e+10,7.36853e+09,-7.63252e+11,2.66099e+11,1.59521e+10,-5.74393e+11,-1.38085e+12,4.68708e+10,2.82912e+12,9.66335e+11,-3.30804e+10,4.17796e+12,-1.62392e+12,-6.28512e+10,1.26475e+12,-4.7692e+12,1.44647e+11,
5.54043e+08,1.81516e+08,-2.3952e+07,1.57679e+10,-6.58315e+10,-6.80156e+09,-8.16492e+10,6.87104e+10,5.6648e+09,4.65775e+10,1.40621e+11,-5.32054e+07,-2.35903e+11,7.66497e+10,7.36752e+09,-7.63268e+11,2.66056e+11,1.59526e+10,-5.74363e+11,-1.38086e+12,4.68698e+10,2.82911e+12,9.66357e+11,-3.30802e+10,4.17797e+12,-1.6239e+12,-6.28518e+10,1.26477e+12,-4.7692e+12,1.44641e+11,
5.5405e+08,1.81558e+08,-2.39522e+07,1.59038e+10,-6.57842e+10,-6.81017e+09,-8.17299e+10,6.86124e+10,5.66811e+09,4.64737e+10,1.40653e+11,-5.32097e+07,-2.35926e+11,7.65742e+10,7.36651e+09,-7.63284e+11,2.66014e+11,1.59532e+10,-5.74332e+11,-1.38088e+12,4.68688e+10,2.82911e+12,9.66379e+11,-3.308e+10,4.17797e+12,-1.62388e+12,-6.28523e+10,1.26479e+12,-4.7692e+12,1.44636e+11,
5.54057e+08,1.81601e+08,-2.39524e+07,1.60397e+10,-6.57365e+10,-6.81875e+09,-8.18104e+10,6.85144e+10,5.67141e+09,4.63699e+10,1.40686e+11,-5.32141e+07,-2.3595e+11,7.64986e+10,7.3655e+09,-7.633e+11,2.65972e+11,1.59537e+10,-5.74302e+11,-1.38089e+12,4.68679e+10,2.8291e+12,9.66402e+11,-3.30798e+10,4.17798e+12,-1.62386e+12,-6.28528e+10,1.26481e+12,-4.7692e+12,1.4463e+11,
5.54064e+08,1.81643e+08,-2.39526e+07,1.61754e+10,-6.56885e+10,-6.82728e+09,-8.18908e+10,6.84163e+10,5.6747e+09,4.62661e+10,1.40719e+11,-5.32184e+07,-2.35973e+11,7.64231e+10,7.36449e+09,-7.63316e+11,2.6593e+11,1.59542e+10,-5.74272e+11,-1.3809e+12,4.68669e+10,2.82909e+12,9.66424e+11,-3.30797e+10,4.17799e+12,-1.62384e+12,-6.28534e+10,1.26483e+12,-4.76919e+12,1.44624e+11,
5.54071e+08,1.81686e+08,-2.39528e+07,1.63111e+10,-6.56401e+10,-6.83578e+09,-8.19711e+10,6.83181e+10,5.67799e+09,4.61623e+10,1.40751e+11,-5.32227e+07,-2.35996e+11,7.63475e+10,7.36348e+09,-7.63332e+11,2.65888e+11,1.59548e+10,-5.74242e+11,-1.38092e+12,4.68659e+10,2.82908e+12,9.66446e+11,-3.30795e+10,4.17799e+12,-1.62383e+12,-6.28539e+10,1.26485e+12,-4.76919e+12,1.44619e+11,
5.54078e+08,1.81728e+08,-2.39531e+07,1.64467e+10,-6.55914e+10,-6.84424e+09,-8.20512e+10,6.82198e+10,5.68127e+09,4.60584e+10,1.40783e+11,-5.3227e+07,-2.3602e+11,7.62719e+10,7.36247e+09,-7.63348e+11,2.65845e+11,1.59553e+10,-5.74212e+11,-1.38093e+12,4.6865e+10,2.82907e+12,9.66468e+11,-3.30793e+10,4.178e+12,-1.62381e+12,-6.28544e+10,1.26487e+12,-4.76919e+12,1.44613e+11,
5.54085e+08,1.8177e+08,-2.39533e+07,1.65822e+10,-6.55423e+10,-6.85267e+09,-8.21313e+10,6.81214e+10,5.68454e+09,4.59545e+10,1.40816e+11,-5.32313e+07,-2.36043e+11,7.61963e+10,7.36146e+09,-7.63364e+11,2.65803e+11,1.59558e+10,-5.74181e+11,-1.38094e+12,4.6864e+10,2.82906e+12,9.6649e+11,-3.30791e+10,4.17801e+12,-1.62379e+12,-6.2855e+10,1.26489e+12,-4.76919e+12,1.44608e+11,
5.54093e+08,1.81813e+08,-2.39535e+07,1.67176e+10,-6.54928e+10,-6.86106e+09,-8.22112e+10,6.80229e+10,5.6878e+09,4.58506e+10,1.40848e+11,-5.32356e+07,-2.36066e+11,7.61207e+10,7.36044e+09,-7.6338e+11,2.65761e+11,1.59564e+10,-5.74151e+11,-1.38096e+12,4.6863e+10,2.82906e+12,9.66512e+11,-3.30789e+10,4.17801e+12,-1.62377e+12,-6.28555e+10,1.26491e+12,-4.76919e+12,1.44602e+11,
5.541e+08,1.81855e+08,-2.39537e+07,1.68529e+10,-6.5443e+10,-6.86941e+09,-8.2291e+10,6.79243e+10,5.69105e+09,4.57466e+10,1.4088e+11,-5.32398e+07,-2.36089e+11,7.60451e+10,7.35943e+09,-7.63396e+11,2.65719e+11,1.59569e+10,-5.74121e+11,-1.38097e+12,4.68621e+10,2.82905e+12,9.66534e+11,-3.30787e+10,4.17802e+12,-1.62375e+12,-6.28561e+10,1.26493e+12,-4.76919e+12,1.44596e+11,
5.54107e+08,1.81897e+08,-2.39539e+07,1.69882e+10,-6.53929e+10,-6.87772e+09,-8.23707e+10,6.78256e+10,5.6943e+09,4.56427e+10,1.40912e+11,-5.32441e+07,-2.36113e+11,7.59695e+10,7.35841e+09,-7.63412e+11,2.65677e+11,1.59574e+10,-5.74091e+11,-1.38098e+12,4.68611e+10,2.82904e+12,9.66556e+11,-3.30785e+10,4.17803e+12,-1.62373e+12,-6.28566e+10,1.26495e+12,-4.76919e+12,1.44591e+11,
5.54114e+08,1.8194e+08,-2.39542e+07,1.71233e+10,-6.53423e+10,-6.88599e+09,-8.24503e+10,6.77268e+10,5.69754e+09,4.55387e+10,1.40944e+11,-5.32483e+07,-2.36136e+11,7.58938e+10,7.3574e+09,-7.63428e+11,2.65634e+11,1.5958e+10,-5.74061e+11,-1.381e+12,4.68601e+10,2.82903e+12,9.66578e+11,-3.30784e+10,4.17804e+12,-1.62372e+12,-6.28571e+10,1.26496e+12,-4.76919e+12,1.44585e+11,
5.54121e+08,1.81982e+08,-2.39544e+07,1.72584e+10,-6.52914e+10,-6.89423e+09,-8.25298e+10,6.76279e+10,5.70077e+09,4.54347e+10,1.40976e+11,-5.32525e+07,-2.36159e+11,7.58182e+10,7.35638e+09,-7.63444e+11,2.65592e+11,1.59585e+10,-5.7403e+11,-1.38101e+12,4.68592e+10,2.82902e+12,9.666e+11,-3.30782e+10,4.17804e+12,-1.6237e+12,-6.28577e+10,1.26498e+12,-4.76919e+12,1.44579e+11,
5.54128e+08,1.82025e+08,-2.39546e+07,1.73933e+10,-6.52402e+10,-6.90243e+09,-8.26092e+10,6.75289e+10,5.70399e+09,4.53306e+10,1.41008e+11,-5.32567e+07,-2.36182e+11,7.57426e+10,7.35536e+09,-7.6346e+11,2.6555e+11,1.5959e+10,-5.74e+11,-1.38102e+12,4.68582e+10,2.82902e+12,9.66622e+11,-3.3078e+10,4.17805e+12,-1.62368e+12,-6.28582e+10,1.265e+12,-4.76919e+12,1.44574e+11,
5.54135e+08,1.82067e+08,-2.39548e+07,1.75282e+10,-6.51886e+10,-6.91059e+09,-8.26884e+10,6.74298e+10,5.7072e+09,4.52266e+10,1.4104e+11,-5.32609e+07,-2.36205e+11,7.56669e+10,7.35434e+09,-7.63476e+11,2.65508e+11,1.59596e+10,-5.7397e+11,-1.38104e+12,4.68572e+10,2.82901e+12,9.66644e+11,-3.30778e+10,4.17806e+12,-1.62366e+12,-6.28588e+10,1.26502e+12,-4.76919e+12,1.44568e+11,
5.54142e+08,1.82109e+08,-2.3955e+07,1.7663e+10,-6.51366e+10,-6.91871e+09,-8.27675e+10,6.73307e+10,5.71041e+09,4.51225e+10,1.41072e+11,-5.3265e+07,-2.36228e+11,7.55912e+10,7.35332e+09,-7.63492e+11,2.65466e+11,1.59601e+10,-5.7394e+11,-1.38105e+12,4.68563e+10,2.829e+12,9.66666e+11,-3.30776e+10,4.17806e+12,-1.62364e+12,-6.28593e+10,1.26504e+12,-4.76918e+12,1.44562e+11,
5.54149e+08,1.82152e+08,-2.39553e+07,1.77977e+10,-6.50843e+10,-6.9268e+09,-8.28466e+10,6.72314e+10,5.71361e+09,4.50184e+10,1.41103e+11,-5.32692e+07,-2.36251e+11,7.55156e+10,7.3523e+09,-7.63508e+11,2.65423e+11,1.59606e+10,-5.7391e+11,-1.38106e+12,4.68553e+10,2.82899e+12,9.66688e+11,-3.30774e+10,4.17807e+12,-1.62362e+12,-6.28598e+10,1.26506e+12,-4.76918e+12,1.44557e+11,
5.54157e+08,1.82194e+08,-2.39555e+07,1.79323e+10,-6.50316e+10,-6.93485e+09,-8.29254e+10,6.71321e+10,5.7168e+09,4.49143e+10,1.41135e+11,-5.32733e+07,-2.36274e+11,7.54399e+10,7.35128e+09,-7.63524e+11,2.65381e+11,1.59612e+10,-5.73879e+11,-1.38108e+12,4.68543e+10,2.82898e+12,9.6671e+11,-3.30772e+10,4.17808e+12,-1.62361e+12,-6.28604e+10,1.26508e+12,-4.76918e+12,1.44551e+11,
5.54164e+08,1.82237e+08,-2.39557e+07,1.80667e+10,-6.49785e+10,-6.94286e+09,-8.30042e+10,6.70326e+10,5.71998e+09,4.48101e+10,1.41166e+11,-5.32774e+07,-2.36297e+11,7.53642e+10,7.35026e+09,-7.6354e+11,2.65339e+11,1.59617e+10,-5.73849e+11,-1.38109e+12,4.68534e+10,2.82898e+12,9.66732e+11,-3.30771e+10,4.17808e+12,-1.62359e+12,-6.28609e+10,1.2651e+12,-4.76918e+12,1.44546e+11,
5.54171e+08,1.82279e+08,-2.39559e+07,1.82011e+10,-6.49251e+10,-6.95083e+09,-8.30829e+10,6.69331e+10,5.72315e+09,4.47059e+10,1.41198e+11,-5.32815e+07,-2.3632e+11,7.52885e+10,7.34923e+09,-7.63556e+11,2.65297e+11,1.59622e+10,-5.73819e+11,-1.38111e+12,4.68524e+10,2.82897e+12,9.66754e+11,-3.30769e+10,4.17809e+12,-1.62357e+12,-6.28615e+10,1.26512e+12,-4.76918e+12,1.4454e+11,
5.54178e+08,1.82321e+08,-2.39561e+07,1.83354e+10,-6.48714e+10,-6.95876e+09,-8.31614e+10,6.68335e+10,5.72632e+09,4.46017e+10,1.41229e+11,-5.32856e+07,-2.36343e+11,7.52128e+10,7.34821e+09,-7.63572e+11,2.65254e+11,1.59628e+10,-5.73789e+11,-1.38112e+12,4.68514e+10,2.82896e+12,9.66776e+11,-3.30767e+10,4.1781e+12,-1.62355e+12,-6.2862e+10,1.26514e+12,-4.76918e+12,1.44534e+11,
5.54185e+08,1.82364e+08,-2.39564e+07,1.84696e+10,-6.48172e+10,-6.96666e+09,-8.32399e+10,6.67337e+10,5.72948e+09,4.44975e+10,1.4126e+11,-5.32896e+07,-2.36366e+11,7.51371e+10,7.34718e+09,-7.63588e+11,2.65212e+11,1.59633e+10,-5.73759e+11,-1.38113e+12,4.68505e+10,2.82895e+12,9.66799e+11,-3.30765e+10,4.17811e+12,-1.62353e+12,-6.28625e+10,1.26516e+12,-4.76918e+12,1.44529e+11,
5.54192e+08,1.82406e+08,-2.39566e+07,1.86037e+10,-6.47627e+10,-6.97451e+09,-8.33182e+10,6.66339e+10,5.73263e+09,4.43932e+10,1.41291e+11,-5.32937e+07,-2.36389e+11,7.50614e+10,7.34616e+09,-7.63604e+11,2.6517e+11,1.59638e+10,-5.73728e+11,-1.38115e+12,4.68495e+10,2.82894e+12,9.66821e+11,-3.30763e+10,4.17811e+12,-1.62351e+12,-6.28631e+10,1.26518e+12,-4.76918e+12,1.44523e+11,
5.54199e+08,1.82449e+08,-2.39568e+07,1.87377e+10,-6.47079e+10,-6.98233e+09,-8.33964e+10,6.6534e+10,5.73577e+09,4.4289e+10,1.41322e+11,-5.32977e+07,-2.36412e+11,7.49856e+10,7.34513e+09,-7.6362e+11,2.65128e+11,1.59644e+10,-5.73698e+11,-1.38116e+12,4.68485e+10,2.82894e+12,9.66843e+11,-3.30761e+10,4.17812e+12,-1.6235e+12,-6.28636e+10,1.2652e+12,-4.76918e+12,1.44517e+11,
5.54206e+08,1.82491e+08,-2.3957e+07,1.88716e+10,-6.46527e+10,-6.99011e+09,-8.34744e+10,6.6434e+10,5.7389e+09,4.41847e+10,1.41354e+11,-5.33017e+07,-2.36435e+11,7.49099e+10,7.34411e+09,-7.63636e+11,2.65086e+11,1.59649e+10,-5.73668e+11,-1.38117e+12,4.68476e+10,2.82893e+12,9.66865e+11,-3.30759e+10,4.17813e+12,-1.62348e+12,-6.28641e+10,1.26521e+12,-4.76918e+12,1.44512e+11,
5.54213e+08,1.82533e+08,-2.39572e+07,1.90054e+10,-6.45971e+10,-6.99785e+09,-8.35524e+10,6.63339e+10,5.74203e+09,4.40803e+10,1.41384e+11,-5.33057e+07,-2.36458e+11,7.48342e+10,7.34308e+09,-7.63652e+11,2.65043e+11,1.59654e+10,-5.73638e+11,-1.38119e+12,4.68466e+10,2.82892e+12,9.66887e+11,-3.30758e+10,4.17813e+12,-1.62346e+12,-6.28647e+10,1.26523e+12,-4.76917e+12,1.44506e+11,
5.5422e+08,1.82576e+08,-2.39574e+07,1.91391e+10,-6.45412e+10,-7.00555e+09,-8.36302e+10,6.62337e+10,5.74514e+09,4.3976e+10,1.41415e+11,-5.33097e+07,-2.3648e+11,7.47584e+10,7.34205e+09,-7.63668e+11,2.65001e+11,1.5966e+10,-5.73608e+11,-1.3812e+12,4.68456e+10,2.82891e+12,9.66909e+11,-3.30756e+10,4.17814e+12,-1.62344e+12,-6.28652e+10,1.26525e+12,-4.76917e+12,1.44501e+11,
5.54227e+08,1.82618e+08,-2.39577e+07,1.92727e+10,-6.44849e+10,-7.01322e+09,-8.3708e+10,6.61334e+10,5.74825e+09,4.38716e+10,1.41446e+11,-5.33137e+07,-2.36503e+11,7.46826e+10,7.34102e+09,-7.63684e+11,2.64959e+11,1.59665e+10,-5.73577e+11,-1.38121e+12,4.68447e+10,2.8289e+12,9.66931e+11,-3.30754e+10,4.17815e+12,-1.62342e+12,-6.28658e+10,1.26527e+12,-4.76917e+12,1.44495e+11,
5.54234e+08,1.82661e+08,-2.39579e+07,1.94062e+10,-6.44283e+10,-7.02084e+09,-8.37856e+10,6.60331e+10,5.75136e+09,4.37672e+10,1.41477e+11,-5.33176e+07,-2.36526e+11,7.46069e+10,7.33999e+09,-7.637e+11,2.64917e+11,1.5967e+10,-5.73547e+11,-1.38123e+12,4.68437e+10,2.82889e+12,9.66953e+11,-3.30752e+10,4.17815e+12,-1.6234e+12,-6.28663e+10,1.26529e+12,-4.76917e+12,1.44489e+11,
5.54241e+08,1.82703e+08,-2.39581e+07,1.95396e+10,-6.43713e+10,-7.02843e+09,-8.3863e+10,6.59326e+10,5.75445e+09,4.36628e+10,1.41508e+11,-5.33216e+07,-2.36549e+11,7.45311e+10,7.33896e+09,-7.63716e+11,2.64874e+11,1.59676e+10,-5.73517e+11,-1.38124e+12,4.68427e+10,2.82889e+12,9.66975e+11,-3.3075e+10,4.17816e+12,-1.62338e+12,-6.28668e+10,1.26531e+12,-4.76917e+12,1.44484e+11,
5.54249e+08,1.82745e+08,-2.39583e+07,1.96729e+10,-6.43139e+10,-7.03598e+09,-8.39404e+10,6.5832e+10,5.75753e+09,4.35584e+10,1.41538e+11,-5.33255e+07,-2.36571e+11,7.44553e+10,7.33792e+09,-7.63731e+11,2.64832e+11,1.59681e+10,-5.73487e+11,-1.38125e+12,4.68418e+10,2.82888e+12,9.66997e+11,-3.30748e+10,4.17817e+12,-1.62337e+12,-6.28674e+10,1.26533e+12,-4.76917e+12,1.44478e+11,
5.54256e+08,1.82788e+08,-2.39585e+07,1.98061e+10,-6.42562e+10,-7.04349e+09,-8.40177e+10,6.57314e+10,5.76061e+09,4.34539e+10,1.41569e+11,-5.33294e+07,-2.36594e+11,7.43795e+10,7.33689e+09,-7.63747e+11,2.6479e+11,1.59686e+10,-5.73456e+11,-1.38127e+12,4.68408e+10,2.82887e+12,9.67019e+11,-3.30746e+10,4.17817e+12,-1.62335e+12,-6.28679e+10,1.26535e+12,-4.76917e+12,1.44472e+11,
5.54263e+08,1.8283e+08,-2.39588e+07,1.99391e+10,-6.41982e+10,-7.05095e+09,-8.40948e+10,6.56307e+10,5.76368e+09,4.33495e+10,1.41599e+11,-5.33333e+07,-2.36617e+11,7.43037e+10,7.33586e+09,-7.63763e+11,2.64748e+11,1.59692e+10,-5.73426e+11,-1.38128e+12,4.68398e+10,2.82886e+12,9.67041e+11,-3.30745e+10,4.17818e+12,-1.62333e+12,-6.28685e+10,1.26537e+12,-4.76917e+12,1.44467e+11,
5.5427e+08,1.82873e+08,-2.3959e+07,2.00721e+10,-6.41397e+10,-7.05838e+09,-8.41718e+10,6.55298e+10,5.76674e+09,4.3245e+10,1.41629e+11,-5.33372e+07,-2.36639e+11,7.42279e+10,7.33482e+09,-7.63779e+11,2.64705e+11,1.59697e+10,-5.73396e+11,-1.38129e+12,4.68389e+10,2.82885e+12,9.67063e+11,-3.30743e+10,4.17819e+12,-1.62331e+12,-6.2869e+10,1.26539e+12,-4.76917e+12,1.44461e+11,
5.54277e+08,1.82915e+08,-2.39592e+07,2.02049e+10,-6.40809e+10,-7.06578e+09,-8.42487e+10,6.54289e+10,5.76979e+09,4.31404e+10,1.4166e+11,-5.3341e+07,-2.36662e+11,7.41521e+10,7.33379e+09,-7.63795e+11,2.64663e+11,1.59702e+10,-5.73366e+11,-1.38131e+12,4.68379e+10,2.82885e+12,9.67085e+11,-3.30741e+10,4.1782e+12,-1.62329e+12,-6.28695e+10,1.26541e+12,-4.76917e+12,1.44455e+11,
5.54284e+08,1.82957e+08,-2.39594e+07,2.03377e+10,-6.40218e+10,-7.07313e+09,-8.43255e+10,6.53279e+10,5.77284e+09,4.30359e+10,1.4169e+11,-5.33449e+07,-2.36684e+11,7.40762e+10,7.33275e+09,-7.63811e+11,2.64621e+11,1.59708e+10,-5.73336e+11,-1.38132e+12,4.68369e+10,2.82884e+12,9.67107e+11,-3.30739e+10,4.1782e+12,-1.62327e+12,-6.28701e+10,1.26543e+12,-4.76916e+12,1.4445e+11,
5.54291e+08,1.83e+08,-2.39596e+07,2.04703e+10,-6.39623e+10,-7.08044e+09,-8.44021e+10,6.52268e+10,5.77588e+09,4.29313e+10,1.4172e+11,-5.33487e+07,-2.36707e+11,7.40004e+10,7.33171e+09,-7.63827e+11,2.64579e+11,1.59713e+10,-5.73305e+11,-1.38133e+12,4.6836e+10,2.82883e+12,9.67129e+11,-3.30737e+10,4.17821e+12,-1.62326e+12,-6.28706e+10,1.26545e+12,-4.76916e+12,1.44444e+11,
